user_id,book_id,genre,rating,item,user
1115,3590,"crime, ebooks, thriller, suspense, fiction, mystery, classics",4.0,110,11
1115,3764,"ebooks, suspense, crime, classics, mystery, thriller, fiction",4.0,93,11
1115,4004,"romance, nonfiction, classics, memoir, fantasy, biography, ebooks, contemporary, religion, travel, spirituality, philosophy, fiction",4.0,102,11
1115,4865,"ebooks, psychology, business, philosophy, classics, nonfiction",3.0,111,11
1115,5084,"biography, travel, cookbooks, fiction, history, memoir, nonfiction",4.0,112,11
1115,7769,"fantasy, classics, poetry, fiction",3.0,113,11
1115,9302,"fiction, romance, ebooks, contemporary",3.0,114,11
1136,34,"ebooks, fiction, classics, fantasy",3.0,2,12
1136,360,"science, ebooks, classics, fantasy, fiction",3.0,49,12
1136,446,"classics, fiction, contemporary, romance",3.0,77,12
1136,449,"fiction, contemporary, philosophy, classics",3.0,115,12
1136,890,"classics, fiction",4.0,116,12
1136,960,"history, ebooks, art, romance, classics, fantasy, mystery, thriller, suspense, crime, fiction, contemporary, religion",4.0,117,12
1136,1032,"history, memoir, nonfiction, biography, business, philosophy, psychology",3.0,118,12
1136,1362,"fiction, travel, history, classics, nonfiction, philosophy",3.0,97,12
1136,1519,"fantasy, philosophy, history, poetry, fiction, classics",3.0,89,12
1136,2156,"ebooks, romance, fiction, classics",3.0,119,12
1136,5175,"fiction, romance, contemporary",3.0,120,12
1136,5352,"thriller, fiction, mystery, contemporary, ebooks, crime, suspense",3.0,121,12
1136,7493,"history, nonfiction, biography, classics",3.0,122,12
1169,1,"romance, mystery, paranormal, classics, fantasy, fiction, contemporary",4.0,22,13
1169,2,"mystery, romance, fantasy, paranormal, fiction",3.0,123,13
1169,5,"fiction, fantasy, contemporary, mystery, classics, paranormal",5.0,24,13
1169,11,"science, classics, fantasy, fiction, contemporary, ebooks",4.0,56,13
1169,13,"fiction, fantasy, classics, science, ebooks, contemporary, philosophy",3.0,124,13
1169,24,"contemporary, biography, history, ebooks, memoir, fiction, travel, nonfiction",3.0,70,13
1169,26,"memoir, nonfiction, travel, fiction, history, contemporary, biography, ebooks",1.0,72,13
1169,28,"ebooks, contemporary, fiction, history, biography, memoir, nonfiction, travel",4.0,125,13
1169,29,"contemporary, ebooks, history, nonfiction",5.0,25,13
1169,33,"fantasy, classics, fiction, ebooks",3.0,58,13
1169,36,"science, nonfiction, fiction, art, fantasy",5.0,27,13
1169,50,"classics, fiction, contemporary",4.0,73,13
1169,93,"classics, ebooks, fiction",5.0,60,13
1169,117,"fiction, fantasy, classics, science, ebooks, religion, philosophy",3.0,61,13
1169,119,"fiction, fantasy, nonfiction, classics, art, science",4.0,84,13
1169,264,"classics, fiction, romance, ebooks",3.0,76,13
1169,353,"classics, fantasy, science, romance, fiction",3.0,126,13
1169,386,"nonfiction, memoir, contemporary, poetry, biography, fiction",3.0,127,13
1169,621,"psychology, nonfiction, business",4.0,88,13
1169,1005,"spirituality, ebooks, business, classics, nonfiction",3.0,65,13
1169,2049,"ebooks, thriller, mystery, fiction, crime, classics, suspense",4.0,128,13
1169,2068,"psychology, religion, history, nonfiction, philosophy, science",5.0,129,13
1169,5346,"contemporary, ebooks, suspense, crime, thriller, mystery, fiction",5.0,130,13
1185,1,"classics, paranormal, mystery, romance, contemporary, fiction, fantasy",4.0,22,14
1185,30,"fiction, fantasy, classics",4.0,26,14
1185,106,"classics, science, religion, ebooks, philosophy, fantasy, fiction",5.0,3,14
1185,231,"fiction, contemporary, romance",3.0,75,14
1185,320,"classics, fiction, romance, contemporary",4.0,8,14
1185,350,"fiction, classics, ebooks, religion, science, philosophy, fantasy",4.0,131,14
1185,353,"fantasy, classics, science, romance, fiction",3.0,126,14
1185,378,"classics, fiction, fantasy",4.0,62,14
1185,424,"fiction, classics, history, memoir, nonfiction, biography, contemporary, philosophy, travel",4.0,86,14
1185,599,"philosophy, history, contemporary, fiction, memoir, music, nonfiction, sports, biography, psychology, science",4.0,14,14
1185,621,"nonfiction, business, psychology",3.0,88,14
1185,662,"fiction, classics, business, contemporary, fantasy, romance, ebooks, science, mystery, philosophy",4.0,64,14
1185,903,"fantasy, mystery, fiction, classics, contemporary",2.0,132,14
1185,1319,"fiction, ebooks, music, spirituality, philosophy, psychology, business, art, nonfiction",3.0,17,14
1185,2615,"science, psychology, nonfiction, business",3.0,133,14
1185,3581,"ebooks, suspense, thriller, fiction, crime, mystery, classics",2.0,109,14
1185,6334,"fiction, contemporary, mystery, romance, fantasy, classics, science, ebooks",3.0,134,14
1245,2623,"classics, fiction, ebooks, romance",4.0,135,15
1245,3648,"fiction, contemporary, ebooks",4.0,136,15
1245,3832,"crime, fiction, mystery, thriller, ebooks, suspense, contemporary, classics",2.0,137,15
1245,4656,"romance, contemporary, fiction, classics, ebooks",2.0,138,15
1245,4806,"travel, science, nonfiction, history, fiction, biography, ebooks",5.0,139,15
1245,5171,"history, romance, fiction, contemporary, mystery, suspense, thriller, ebooks",2.0,140,15
1245,5805,"fiction, classics, fantasy, thriller, mystery, contemporary, philosophy, crime, manga, comics",3.0,141,15
1245,7911,"fiction, classics",2.0,142,15
1245,7981,"fiction, ebooks, fantasy",3.0,143,15
1245,7996,"fantasy, fiction, classics, ebooks",2.0,144,15
1245,8694,"fantasy, classics, ebooks, science, fiction",2.0,145,15
1350,400,"biography, thriller, contemporary, fiction, crime, classics, history",3.0,85,16
1350,432,"thriller, contemporary, crime, classics, philosophy, comics, fiction, mystery",3.0,50,16
1350,599,"biography, science, nonfiction, psychology, memoir, fiction, contemporary, philosophy, history, music, sports",5.0,14,16
1350,703,"fiction, history, contemporary, fantasy, classics",4.0,146,16
1350,760,"ebooks, contemporary, romance, fiction, classics",4.0,33,16
1350,865,"religion, contemporary, romance, ebooks, spirituality, philosophy, fantasy, travel, classics, fiction",5.0,147,16
1350,890,"classics, fiction",4.0,116,16
1350,1191,"ebooks, fiction, cookbooks, nonfiction",5.0,148,16
1350,1362,"travel, fiction, philosophy, nonfiction, classics, history",5.0,97,16
1350,5470,"fiction, fantasy, philosophy, ebooks, horror",4.0,149,16
1350,5526,"ebooks, contemporary, fiction, romance",4.0,150,16
1350,6440,"fantasy, history, romance, fiction, classics, ebooks",4.0,151,16
1624,2094,"nonfiction, science, history, philosophy, ebooks, fiction, classics",3.0,41,17
1624,3109,"nonfiction, science, history, cookbooks, ebooks, memoir, philosophy",2.0,42,17
1624,3763,"ebooks, suspense, fiction, crime, classics, mystery, thriller",3.0,152,17
1624,3974,"history, thriller, fantasy, mystery, fiction, horror, ebooks, suspense, paranormal",3.0,153,17
1624,4406,"classics, fiction, history",3.0,154,17
1624,4865,"classics, philosophy, business, psychology, ebooks, nonfiction",1.0,111,17
1624,5348,"ebooks, crime, suspense, thriller, mystery, fiction, contemporary, romance",3.0,155,17
1624,5358,"ebooks, contemporary, suspense, crime, mystery, thriller, fiction",4.0,95,17
1624,5509,"biography, nonfiction, history, classics, memoir, fiction, religion",4.0,156,17
1624,7714,"ebooks, romance, fiction, classics",4.0,157,17
1645,359,"philosophy, classics, religion, ebooks, biography, mystery, nonfiction, science, fantasy, fiction",5.0,158,18
1645,825,"fiction, thriller, mystery, fantasy, crime, horror, contemporary, ebooks, suspense, science",3.0,51,18
1645,1067,"history, nonfiction, biography, fiction, ebooks, classics",3.0,37,18
1645,1171,"business, history, biography, nonfiction, memoir, fiction, ebooks",5.0,159,18
1645,1232,"history, classics, suspense, mystery, fantasy, romance, ebooks, crime, fiction, contemporary, thriller",3.0,38,18
1645,1627,"classics, ebooks, romance, contemporary, fiction",3.0,40,18
1645,4009,contemporary,2.0,160,18
1645,4898,"nonfiction, business",3.0,161,18
1645,8600,"fiction, history, business, nonfiction",4.0,162,18
1645,9854,"nonfiction, business, philosophy, history",2.0,163,18
1677,264,"ebooks, romance, fiction, classics",4.0,76,19
1677,343,"thriller, crime, fantasy, mystery, history, suspense, contemporary, horror, fiction, classics",4.0,30,19
1677,353,"romance, fiction, fantasy, classics, science",3.0,126,19
1677,1301,"memoir, contemporary, ebooks, psychology, sports, nonfiction, business, biography, history, science, fiction",2.0,164,19
1677,1319,"ebooks, fiction, art, nonfiction, business, music, spirituality, philosophy, psychology",5.0,17,19
1677,3273,"romance, ebooks, travel, contemporary, history, fiction",4.0,165,19
1677,3876,"history, romance, travel, fiction, classics",3.0,43,19
1677,4009,contemporary,3.0,160,19
1677,4813,"history, philosophy, fantasy, science, fiction, travel, nonfiction",4.0,166,19
1677,4909,"biography, classics, memoir, contemporary, nonfiction, history, fiction",3.0,167,19
1952,5,"contemporary, mystery, paranormal, classics, fiction, fantasy",5.0,24,20
1952,8,"classics, fiction, thriller, contemporary, mystery, paranormal, fantasy",4.0,68,20
1952,11,"fantasy, fiction, contemporary, ebooks, science, classics",5.0,56,20
1952,26,"contemporary, ebooks, history, fiction, memoir, biography, travel, nonfiction",3.0,72,20
1952,33,"fantasy, classics, fiction, ebooks",4.0,58,20
1952,50,"contemporary, classics, fiction",5.0,73,20
1952,67,"classics, ebooks, fiction, history, contemporary",4.0,59,20
1952,93,"classics, fiction, ebooks",4.0,60,20
1952,98,"nonfiction, ebooks",5.0,28,20
1952,117,"classics, science, ebooks, religion, philosophy, fiction, fantasy",5.0,61,20
1952,119,"fantasy, art, nonfiction, fiction, classics, science",5.0,84,20
1952,264,"romance, classics, fiction, ebooks",5.0,76,20
1952,304,"religion, ebooks, romance, fiction, classics",4.0,48,20
1952,378,"fantasy, fiction, classics",4.0,62,20
1952,621,"nonfiction, psychology, business",5.0,88,20
1952,4473,"ebooks, religion, contemporary, classics, fiction",4.0,66,20
2041,275,"ebooks, biography, fiction, classics, romance, memoir, contemporary",4.0,79,21
2041,667,"contemporary, classics, philosophy, fiction, romance, fantasy, ebooks",2.0,168,21
2041,698,"ebooks, contemporary, fiction",4.0,169,21
2041,903,"contemporary, classics, fantasy, mystery, fiction",1.0,132,21
2041,1052,"business, fiction, nonfiction, classics, philosophy, psychology, history",2.0,170,21
2041,1319,"spirituality, music, ebooks, fiction, psychology, business, art, nonfiction, philosophy",4.0,17,21
2041,1426,"fantasy, nonfiction, classics, psychology, fiction, religion, ebooks, philosophy, spirituality, contemporary",2.0,171,21
2041,2368,"memoir, nonfiction, history, biography",2.0,172,21
2041,3579,"romance, history, classics",2.0,173,21
2041,4137,"memoir, nonfiction, fiction, biography, contemporary, ebooks",1.0,44,21
2041,4900,"philosophy, travel, ebooks, horror, history, fiction, classics",2.0,174,21
2041,9300,"fiction, romance, contemporary, ebooks",2.0,175,21
2056,112,"fantasy, fiction, classics, ebooks, science, philosophy, religion",3.0,4,22
2056,668,"history, ebooks, contemporary, romance, philosophy, classics, fiction",3.0,80,22
2056,698,"contemporary, ebooks, fiction",3.0,169,22
2056,1067,"history, nonfiction, biography, fiction, classics, ebooks",5.0,37,22
2056,1232,"history, classics, crime, thriller, contemporary, romance, fantasy, ebooks, fiction, suspense, mystery",5.0,38,22
2056,1426,"spirituality, contemporary, religion, fiction, fantasy, nonfiction, classics, psychology, ebooks, philosophy",3.0,171,22
2056,1627,"romance, fiction, classics, ebooks, contemporary",4.0,40,22
2056,2094,"nonfiction, science, history, philosophy, ebooks, fiction, classics",5.0,41,22
2056,3682,"ebooks, history, fiction, mystery, romance, paranormal, fantasy",3.0,176,22
2056,5308,"classics, fiction",4.0,177,22
2056,5338,"fiction, paranormal, ebooks, fantasy, classics",3.0,178,22
2077,1,"fantasy, fiction, classics, contemporary, romance, mystery, paranormal",4.0,22,23
2077,3,"fantasy, fiction, classics, paranormal, contemporary, mystery",2.0,23,23
2077,6,"fiction, fantasy, classics, contemporary, paranormal, mystery",2.0,1,23
2077,11,"fantasy, classics, fiction, science, contemporary, ebooks",3.0,56,23
2077,21,"history, nonfiction, science, ebooks, travel, fiction, philosophy",3.0,69,23
2077,25,"nonfiction, biography, contemporary, science, ebooks, fiction, history, travel, memoir",3.0,71,23
2077,27,"contemporary, fiction, travel, nonfiction, memoir, ebooks, history, biography",5.0,57,23
2077,105,"philosophy, religion, ebooks, science, classics, fantasy, fiction",2.0,29,23
2077,112,"philosophy, religion, ebooks, science, fiction, fantasy, classics",4.0,4,23
2077,250,"biography, romance, ebooks, contemporary, classics, fiction",5.0,6,23
2077,348,"romance, travel, ebooks, science, classics, fantasy, fiction",2.0,31,23
2077,355,"philosophy, ebooks, science, religion, fantasy, fiction, romance, classics",2.0,179,23
2077,359,"fiction, nonfiction, fantasy, religion, classics, ebooks, biography, mystery, science, philosophy",4.0,158,23
2077,827,"science, ebooks, fantasy, fiction",2.0,180,23
2077,1554,"philosophy, poetry, classics, fiction, history, psychology, fantasy",4.0,181,23
2077,2657,"crime, history, fiction, classics, mystery, contemporary",1.0,182,23
2077,2932,"fantasy, classics, fiction, travel, history, ebooks",4.0,183,23
2077,3087,"ebooks, travel, romance, fiction, classics",3.0,184,23
2077,6539,"thriller, suspense, ebooks, horror, contemporary, fiction, mystery, crime",2.0,185,23
2165,827,"science, fantasy, fiction, ebooks",3.0,180,24
2165,1375,"philosophy, religion, history, romance, poetry, fantasy, classics, fiction",3.0,186,24
2165,1849,"mystery, fiction, thriller, crime, ebooks, suspense",3.0,187,24
2165,2872,"art, ebooks, classics, contemporary, romance, history, fiction",4.0,188,24
2165,4122,"business, nonfiction, psychology, ebooks",5.0,189,24
2165,4381,"fiction, fantasy, ebooks, classics, science, philosophy",3.0,190,24
2165,4900,"philosophy, classics, fiction, history, horror, travel, ebooks",4.0,174,24
2165,4950,"history, romance, contemporary, fiction",5.0,191,24
2165,5308,"fiction, classics",3.0,177,24
2165,5942,"ebooks, contemporary, fiction, mystery, history, crime",4.0,192,24
2165,6671,"nonfiction, fantasy, fiction",5.0,193,24
2165,6748,"ebooks, biography, nonfiction, memoir, travel, philosophy, contemporary",4.0,194,24
2171,6,"fiction, fantasy, contemporary, paranormal, mystery, classics",5.0,1,25
2171,98,"nonfiction, ebooks",4.0,28,25
2171,106,"science, classics, philosophy, fiction, religion, ebooks, fantasy",4.0,3,25
2171,117,"fiction, fantasy, classics, science, ebooks, philosophy, religion",5.0,61,25
2171,231,"fiction, contemporary, romance",4.0,75,25
2171,249,"classics, fiction, memoir, romance, contemporary, ebooks",4.0,5,25
2171,304,"ebooks, romance, classics, fiction, religion",4.0,48,25
2171,355,"philosophy, ebooks, classics, romance, science, fiction, religion, fantasy",4.0,179,25
2171,400,"biography, thriller, crime, classics, history, contemporary, fiction",3.0,85,25
2171,597,"travel, biography, fiction, contemporary, history, ebooks, memoir, nonfiction, music",4.0,13,25
2171,662,"classics, philosophy, business, contemporary, fantasy, romance, ebooks, science, mystery, fiction",3.0,64,25
2171,1426,"contemporary, psychology, nonfiction, fantasy, fiction, philosophy, spirituality, ebooks, classics, religion",2.0,171,25
2171,1842,"classics, history, nonfiction, science, business",2.0,195,25
2171,1852,"classics, fiction, ebooks, fantasy",3.0,196,25
2171,5932,"nonfiction, poetry, fiction, romance, classics",4.0,67,25
2171,9654,"fiction, classics, romance, psychology, contemporary, travel, biography, memoir, nonfiction, ebooks",4.0,197,25
2271,105,"classics, science, ebooks, religion, philosophy, fantasy, fiction",3.0,29,26
2271,112,"philosophy, religion, ebooks, science, classics, fantasy, fiction",4.0,4,26
2271,295,"history, thriller, ebooks, fantasy, classics, fiction",5.0,47,26
2271,446,"romance, contemporary, fiction, classics",5.0,77,26
2271,447,"fiction, romance",1.0,198,26
2271,665,"classics, psychology, nonfiction, philosophy, history, contemporary, fiction, business, ebooks",5.0,199,26
2271,816,"ebooks, fantasy, history, mystery, thriller, fiction, contemporary, science",2.0,15,26
2271,1052,"business, fiction, classics, philosophy, psychology, history, nonfiction",3.0,170,26
2271,1898,"ebooks, biography, history, sports, thriller, suspense, classics, contemporary, travel, memoir, nonfiction",5.0,200,26
2271,1911,"nonfiction, philosophy, science, history, business",5.0,201,26
2271,3028,"business, philosophy, classics, history, ebooks, nonfiction, science",5.0,202,26
2271,5182,"contemporary, fiction",5.0,203,26
2276,8,"thriller, mystery, contemporary, paranormal, classics, fiction, fantasy",4.0,68,27
2276,28,"ebooks, contemporary, fiction, history, biography, memoir, nonfiction, travel",2.0,125,27
2276,350,"philosophy, fiction, classics, fantasy, science, religion, ebooks",5.0,131,27
2276,365,"fiction, fantasy, mystery, crime, ebooks, classics, travel, contemporary, paranormal, science",4.0,204,27
2276,760,"ebooks, fiction, classics, contemporary, romance",3.0,33,27
