9,7,"classics, paranormal, mystery, contemporary, fiction, fantasy"
9,9,"philosophy, contemporary, ebooks, science, classics, fantasy, fiction"
9,19,"ebooks, fiction, classics, fantasy"
9,23,"classics, fiction, ebooks"
9,26,"ebooks, religion, philosophy, science, classics, fantasy, fiction"
9,28,"philosophy, fantasy, classics, science, ebooks, religion, fiction"
9,39,"romance, contemporary, fiction, classics"
9,148,"biography, classics, fiction, history, contemporary, travel, memoir, nonfiction"
9,488,"history, memoir, nonfiction, business, biography"
9,637,"philosophy, classics, fiction, horror, fantasy, psychology, thriller, contemporary"
10,1,"romance, fantasy, fiction, classics, paranormal, mystery, contemporary"
10,2,"fiction, fantasy, paranormal, mystery, romance"
10,4,"fantasy, contemporary, mystery, paranormal, fiction, classics"
10,6,"thriller, contemporary, mystery, paranormal, classics, fiction, fantasy"
10,7,"fantasy, fiction, contemporary, paranormal, classics, mystery"
10,9,"fiction, fantasy, ebooks, contemporary, philosophy, classics, science"
10,10,"nonfiction, science, philosophy, ebooks, travel, fiction, history"
10,11,"nonfiction, travel, contemporary, ebooks, biography, history, memoir, fiction"
10,12,"travel, biography, memoir, nonfiction, contemporary, science, ebooks, fiction, history"
10,13,"travel, nonfiction, memoir, biography, fiction, history, contemporary, ebooks"
10,14,"contemporary, fiction, ebooks, biography, memoir, nonfiction, travel, history"
10,15,"ebooks, travel, nonfiction, memoir, biography, history, fiction, contemporary"
10,16,"history, ebooks, contemporary, nonfiction"
10,18,"fantasy, classics, ebooks, fiction"
10,20,"art, fiction, nonfiction, science, fantasy"
10,21,"fiction, classics, contemporary"
10,22,"contemporary, fiction, ebooks, classics, history"
10,23,"classics, ebooks, fiction"
10,24,"nonfiction, ebooks"
10,28,"fiction, ebooks, philosophy, religion, science, classics, fantasy"
10,30,"classics, fiction, history, contemporary, memoir, sports"
10,49,"classics, fiction, fantasy"
10,68,"contemporary, business, fiction, science, philosophy, classics, ebooks, mystery, romance, fantasy"
10,95,"romance, fiction, thriller, suspense, art, contemporary, religion, fantasy, history, mystery, classics, ebooks"
10,106,"ebooks, memoir, nonfiction, fiction, business, history, biography"
10,122,"classics, ebooks, travel, philosophy, fantasy, poetry, history, fiction"
10,128,"mystery, fiction, ebooks, classics, romance, psychology"
10,256,"history, classics, fiction, romance"
10,363,"nonfiction, ebooks, classics, business, psychology, philosophy"
11,1,"classics, contemporary, fiction, fantasy, romance, paranormal, mystery"
11,5,"mystery, paranormal, fiction, classics, fantasy, contemporary"
11,17,"classics, fantasy, fiction"
11,27,"religion, ebooks, philosophy, science, classics, fantasy, fiction"
11,28,"philosophy, religion, ebooks, science, classics, fantasy, fiction"
11,30,"sports, contemporary, memoir, classics, history, fiction"
11,35,"memoir, romance, classics, fiction, ebooks, biography, contemporary"
11,45,"classics, crime, science, contemporary, ebooks, mystery, fantasy, fiction"
11,57,"romance, classics, contemporary, fiction"
11,64,"nonfiction, psychology, business"
11,161,"ebooks, thriller, classics, crime, fiction, mystery, suspense"
11,224,"nonfiction, art, history"
11,282,"contemporary, classics, fiction, ebooks"
11,408,"fiction, contemporary, classics, philosophy"
11,550,"crime, history, contemporary, science, nonfiction, psychology, mystery, biography, fiction, suspense, ebooks, horror, thriller"
12,1,"classics, fiction, fantasy, contemporary, mystery, paranormal, romance"
12,2,"fiction, fantasy, mystery, romance, paranormal"
12,3,"fantasy, fiction, classics, paranormal, mystery, contemporary"
12,4,"fiction, fantasy, paranormal, mystery, contemporary, classics"
12,6,"thriller, contemporary, fantasy, fiction, mystery, classics, paranormal"
12,7,"fantasy, classics, paranormal, mystery, contemporary, fiction"
12,8,"fiction, contemporary, ebooks, classics, science, fantasy"
12,15,"travel, nonfiction, memoir, biography, history, fiction, contemporary, ebooks"
12,18,"fiction, ebooks, classics, fantasy"
12,23,"fiction, classics, ebooks"
12,28,"ebooks, religion, philosophy, fiction, fantasy, classics, science"
12,31,"romance, contemporary, fiction"
12,34,"ebooks, romance, fiction, classics"
12,38,"classics, fiction, romance, ebooks, religion"
12,45,"fantasy, science, fiction, ebooks, crime, mystery, contemporary, classics"
12,50,"biography, fiction, contemporary, poetry, nonfiction, memoir"
12,64,"psychology, nonfiction, business"
12,97,"business, nonfiction, psychology, ebooks, philosophy, science"
12,109,"history, philosophy, business, fiction, contemporary, ebooks, science, psychology, nonfiction"
12,257,"romance, classics, history"
12,269,"romance, religion, fiction, classics"
12,440,"history, classics, contemporary, fiction"
13,1,"classics, contemporary, romance, mystery, paranormal, fantasy, fiction"
13,2,"fiction, paranormal, mystery, fantasy, romance"
13,3,"mystery, paranormal, classics, fantasy, fiction, contemporary"
13,15,"fiction, ebooks, history, biography, memoir, nonfiction, travel, contemporary"
13,16,"nonfiction, history, ebooks, contemporary"
13,21,"contemporary, classics, fiction"
13,23,"classics, fiction, ebooks"
13,24,"nonfiction, ebooks"
13,28,"classics, fantasy, fiction, science, ebooks, philosophy, religion"
13,29,"classics, science, fiction, nonfiction, fantasy, art"
13,31,"fiction, contemporary, romance"
13,34,"ebooks, romance, fiction, classics"
13,45,"ebooks, mystery, fantasy, contemporary, fiction, classics, crime, science"
13,66,"nonfiction, business, history, philosophy, contemporary, science, fiction, psychology, ebooks"
13,97,"philosophy, science, business, nonfiction, psychology, ebooks"
13,101,"biography, nonfiction, history, classics, ebooks, fiction"
13,110,"suspense, contemporary, thriller, romance, fantasy, mystery, fiction, classics, history, crime, ebooks"
13,139,"fiction, contemporary, romance, ebooks, classics"
13,140,"nonfiction, business, ebooks, psychology"
14,1,"romance, mystery, contemporary, paranormal, fantasy, fiction, classics"
14,2,"fantasy, fiction, paranormal, mystery, romance"
14,3,"fantasy, fiction, classics, paranormal, mystery, contemporary"
14,4,"fantasy, fiction, classics, paranormal, mystery, contemporary"
14,6,"fantasy, fiction, paranormal, thriller, contemporary, mystery, classics"
14,7,"contemporary, mystery, paranormal, classics, fiction, fantasy"
14,8,"contemporary, ebooks, science, fantasy, fiction, classics"
14,15,"travel, ebooks, contemporary, fiction, history, biography, memoir, nonfiction"
14,17,"classics, fantasy, fiction"
14,18,"classics, ebooks, fantasy, fiction"
14,20,"fantasy, fiction, art, nonfiction, science"
14,22,"ebooks, fiction, history, contemporary, classics"
14,24,"ebooks, nonfiction"
14,26,"fantasy, classics, science, religion, fiction, philosophy, ebooks"
14,28,"philosophy, religion, science, classics, fantasy, fiction, ebooks"
14,30,"contemporary, history, classics, fiction, sports, memoir"
14,40,"mystery, crime, history, suspense, horror, contemporary, fiction, classics, fantasy, thriller"
14,74,"history, fantasy, classics, contemporary, fiction"
14,115,"history, philosophy, psychology, business, science, biography, classics, ebooks, nonfiction"
14,166,"psychology, science, philosophy, history, religion, nonfiction"
14,424,"fiction, romance, contemporary"
14,539,"mystery, thriller, fiction, crime, romance, suspense, ebooks, contemporary"
15,1,"contemporary, fiction, classics, paranormal, mystery, fantasy, romance"
15,17,"fiction, fantasy, classics"
15,19,"fantasy, fiction, ebooks, classics"
15,23,"classics, fiction, ebooks"
15,25,"fiction, classics, fantasy, ebooks, philosophy, science, religion"
15,27,"fiction, fantasy, classics, science, ebooks, religion, philosophy"
15,28,"fiction, fantasy, classics, science, ebooks, religion, philosophy"
15,33,"biography, romance, ebooks, contemporary, classics, fiction"
15,38,"romance, fiction, classics, ebooks, religion"
15,39,"romance, contemporary, fiction, classics"
15,42,"fiction, classics, fantasy, science, philosophy, ebooks, religion"
15,49,"classics, fiction, fantasy"
15,77,"science, nonfiction, philosophy, ebooks, history"
15,78,"fiction, history, science, thriller, fantasy, ebooks, mystery, contemporary"
15,79,"fantasy, history, science, ebooks, philosophy, fiction"
15,86,"romance, mystery, comics, fantasy, fiction, manga"
15,91,"contemporary, fiction, mystery, fantasy, classics"
16,1,"romance, mystery, paranormal, classics, fiction, fantasy, contemporary"
16,3,"contemporary, mystery, paranormal, classics, fiction, fantasy"
16,4,"fantasy, fiction, classics, paranormal, mystery, contemporary"
16,5,"mystery, paranormal, classics, fiction, fantasy, contemporary"
16,6,"fiction, classics, paranormal, mystery, contemporary, thriller, fantasy"
16,7,"fantasy, fiction, classics, paranormal, mystery, contemporary"
16,8,"fantasy, classics, science, ebooks, contemporary, fiction"
16,9,"fiction, fantasy, classics, science, ebooks, contemporary, philosophy"
16,15,"travel, nonfiction, memoir, biography, history, fiction, contemporary, ebooks"
16,16,"ebooks, contemporary, history, nonfiction"
16,18,"ebooks, fiction, classics, fantasy"
16,22,"contemporary, history, fiction, classics, ebooks"
16,27,"philosophy, fiction, fantasy, science, ebooks, religion, classics"
16,29,"science, fiction, nonfiction, art, fantasy, classics"
16,30,"fiction, classics, contemporary, history, sports, memoir"
16,31,"contemporary, romance, fiction"
16,36,"religion, romance, philosophy, poetry, classics, spirituality, fantasy, ebooks"
16,39,"romance, contemporary, fiction, classics"
16,45,"ebooks, science, crime, classics, contemporary, mystery, fantasy, fiction"
16,46,"biography, mystery, science, nonfiction, fiction, fantasy, religion, classics, philosophy, ebooks"
16,49,"fantasy, classics, fiction"
16,60,"crime, philosophy, thriller, romance, fiction, contemporary, mystery"
16,62,"music, nonfiction, memoir, biography, fiction, contemporary, history, ebooks, travel"
16,71,"history, philosophy, classics, romance, ebooks, fiction, contemporary"
16,81,"thriller, mystery, contemporary, fantasy, fiction, science, ebooks, suspense, crime, horror"
16,92,"biography, history, contemporary, classics, romance, fiction, memoir"
16,418,"mystery, suspense, crime, contemporary, fiction"
17,1,"contemporary, romance, mystery, paranormal, classics, fiction, fantasy"
17,2,"fantasy, fiction, paranormal, mystery, romance"
17,3,"paranormal, contemporary, mystery, classics, fantasy, fiction"
17,6,"fantasy, fiction, classics, paranormal, mystery, contemporary, thriller"
17,8,"contemporary, ebooks, science, classics, fantasy, fiction"
17,10,"ebooks, philosophy, nonfiction, history, travel, fiction, science"
17,11,"travel, nonfiction, memoir, history, biography, ebooks, contemporary, fiction"
17,12,"nonfiction, contemporary, science, fiction, ebooks, history, travel, biography, memoir"
17,13,"travel, nonfiction, memoir, biography, fiction, history, contemporary, ebooks"
17,14,"travel, nonfiction, memoir, history, biography, contemporary, fiction, ebooks"
17,15,"ebooks, contemporary, fiction, biography, history, travel, nonfiction, memoir"
17,18,"ebooks, fantasy, fiction, classics"
17,20,"art, fantasy, fiction, science, nonfiction"
17,21,"contemporary, classics, fiction"
17,22,"classics, ebooks, fiction, contemporary, history"
17,28,"philosophy, religion, ebooks, science, classics, fantasy, fiction"
17,29,"science, classics, fiction, nonfiction, art, fantasy"
17,30,"sports, contemporary, history, classics, fiction, memoir"
17,45,"fantasy, fiction, contemporary, classics, crime, science, ebooks, mystery"
17,58,"romance, fiction"
17,76,"romance, contemporary, ebooks, fiction, classics"
17,99,"business, biography, nonfiction, memoir, history, psychology, philosophy"
17,239,"contemporary, history, fiction, music, classics, ebooks"
17,395,"fiction, thriller, mystery, suspense, ebooks, history, romance, science, crime"
18,1,"contemporary, romance, paranormal, classics, fiction, fantasy, mystery"
18,23,"ebooks, fiction, classics"
18,28,"ebooks, religion, philosophy, classics, fantasy, science, fiction"
18,30,"memoir, sports, contemporary, history, classics, fiction"
18,43,"romance, fiction, fantasy, classics, science"
18,48,"paranormal, contemporary, fiction, fantasy, mystery, crime, ebooks, science, classics, travel"
18,50,"contemporary, poetry, biography, fiction, nonfiction, memoir"
18,60,"fiction, contemporary, mystery, thriller, crime, romance, philosophy"
18,64,"business, nonfiction, psychology"
18,76,"contemporary, ebooks, fiction, classics, romance"
18,132,"psychology, history, philosophy, fantasy, poetry, classics, fiction"
18,179,"nonfiction, business, history, biography, ebooks"
18,343,"classics, fiction, romance"
18,514,"suspense, mystery, thriller, fiction, romance, ebooks, crime, classics"
19,1,"contemporary, mystery, paranormal, classics, fiction, fantasy, romance"
19,3,"paranormal, classics, fiction, fantasy, contemporary, mystery"
19,4,"fantasy, fiction, classics, paranormal, mystery, contemporary"
19,6,"mystery, fantasy, thriller, paranormal, contemporary, fiction, classics"
19,8,"fantasy, classics, fiction, science, contemporary, ebooks"
19,16,"nonfiction, history, ebooks, contemporary"
19,17,"classics, fiction, fantasy"
19,18,"ebooks, classics, fiction, fantasy"
19,30,"contemporary, memoir, sports, history, classics, fiction"
19,43,"romance, science, fantasy, classics, fiction"
19,63,"nonfiction, music, sports, psychology, science, memoir, fiction, contemporary, history, biography, philosophy"
19,132,"fiction, classics, poetry, fantasy, philosophy, history, psychology"
19,140,"ebooks, nonfiction, business, psychology"
19,153,"fiction, history, ebooks, romance, classics"
19,201,"fiction, poetry, ebooks, classics, history, nonfiction, philosophy"
19,211,"fiction, art, contemporary, romance, classics, history"
19,225,"fiction, classics, ebooks, travel, romance"
19,380,"romance, fiction, history, religion, contemporary, ebooks"
20,1,"paranormal, contemporary, romance, mystery, classics, fiction, fantasy"
20,23,"ebooks, fiction, classics"
20,28,"fantasy, classics, science, ebooks, religion, philosophy, fiction"
20,29,"fantasy, science, art, classics, fiction, nonfiction"
20,42,"science, religion, fiction, ebooks, philosophy, classics, fantasy"
20,60,"romance, philosophy, thriller, crime, mystery, contemporary, fiction"
20,92,"biography, memoir, history, fiction, romance, classics, contemporary"
20,118,"fiction, ebooks, music, spirituality, philosophy, business, art, nonfiction, psychology"
20,128,"psychology, romance, classics, fiction, ebooks, mystery"
20,168,"nonfiction, science, ebooks, history, philosophy"
20,260,"mystery, classics, thriller, suspense, ebooks, fiction, crime"
20,380,"romance, contemporary, religion, ebooks, fiction, history"
20,531,"fantasy, contemporary, romance, fiction, science, mystery, ebooks, classics"
21,1,"fantasy, fiction, classics, paranormal, mystery, contemporary, romance"
21,2,"fantasy, fiction, paranormal, romance, mystery"
21,3,"contemporary, mystery, paranormal, fiction, fantasy, classics"
21,7,"mystery, paranormal, contemporary, classics, fiction, fantasy"
21,8,"science, ebooks, contemporary, classics, fantasy, fiction"
21,9,"ebooks, philosophy, contemporary, fiction, science, classics, fantasy"
21,17,"fiction, fantasy, classics"
21,20,"fantasy, fiction, nonfiction, science, art"
21,22,"classics, contemporary, fiction, history, ebooks"
21,26,"philosophy, science, religion, ebooks, classics, fantasy, fiction"
21,29,"classics, fiction, nonfiction, art, fantasy, science"
21,34,"classics, fiction, romance, ebooks"
21,39,"contemporary, fiction, classics, romance"
21,43,"classics, fantasy, fiction, science, romance"
21,53,"classics, fiction, biography, contemporary, travel, philosophy, memoir, history, nonfiction"
21,60,"fiction, contemporary, mystery, thriller, philosophy, romance, crime"
21,69,"psychology, business, ebooks, contemporary, history, philosophy, nonfiction, fiction, classics"
21,351,"ebooks, romance, fiction, classics"
22,1,"contemporary, mystery, paranormal, romance, fantasy, fiction, classics"
22,2,"paranormal, fiction, fantasy, mystery, romance"
22,3,"fantasy, fiction, classics, paranormal, mystery, contemporary"
22,4,"fantasy, fiction, classics, paranormal, mystery, contemporary"
22,7,"contemporary, paranormal, classics, fiction, mystery, fantasy"
22,8,"contemporary, ebooks, science, classics, fantasy, fiction"
22,9,"philosophy, contemporary, ebooks, science, classics, fantasy, fiction"
22,10,"fiction, travel, ebooks, philosophy, nonfiction, science, history"
22,11,"contemporary, ebooks, fiction, biography, history, memoir, nonfiction, travel"
22,12,"history, travel, biography, memoir, nonfiction, ebooks, fiction, contemporary, science"
22,13,"nonfiction, travel, biography, fiction, history, contemporary, memoir, ebooks"
22,14,"contemporary, fiction, ebooks, history, biography, memoir, nonfiction, travel"
22,20,"nonfiction, fiction, art, fantasy, science"
22,22,"fiction, history, contemporary, ebooks, classics"
22,24,"nonfiction, ebooks"
22,31,"contemporary, fiction, romance"
22,34,"ebooks, classics, fiction, romance"
22,36,"poetry, classics, philosophy, romance, spirituality, ebooks, fantasy, religion"
22,38,"religion, ebooks, romance, fiction, classics"
22,68,"classics, fiction, science, ebooks, mystery, philosophy, romance, fantasy, contemporary, business"
22,92,"fiction, romance, classics, contemporary, memoir, biography, history"
22,109,"fiction, contemporary, ebooks, history, philosophy, business, psychology, nonfiction, science"
22,118,"art, nonfiction, psychology, business, fiction, ebooks, music, spirituality, philosophy"
22,363,"classics, ebooks, philosophy, business, psychology, nonfiction"
23,1,"fiction, fantasy, classics, paranormal, mystery, romance, contemporary"
23,3,"contemporary, mystery, paranormal, classics, fiction, fantasy"
23,7,"contemporary, mystery, paranormal, classics, fiction, fantasy"
23,10,"travel, ebooks, philosophy, science, nonfiction, history, fiction"
23,11,"fiction, biography, history, memoir, ebooks, nonfiction, travel, contemporary"
23,12,"science, contemporary, history, travel, biography, memoir, nonfiction, ebooks, fiction"
23,14,"travel, memoir, biography, history, ebooks, fiction, contemporary, nonfiction"
23,20,"fantasy, art, fiction, nonfiction, science"
23,22,"ebooks, classics, contemporary, history, fiction"
23,23,"fiction, ebooks, classics"
23,29,"science, classics, fiction, nonfiction, art, fantasy"
23,30,"memoir, sports, contemporary, history, classics, fiction"
23,32,"ebooks, contemporary, romance, memoir, classics, fiction"
23,34,"fiction, classics, ebooks, romance"
23,62,"biography, fiction, contemporary, history, ebooks, travel, memoir, nonfiction, music"
23,70,"romance, ebooks, fantasy, contemporary, fiction, philosophy, classics"
23,84,"classics, history, philosophy, business, art, psychology, nonfiction, science"
23,273,"science, travel, ebooks, fiction, contemporary, biography"
24,1,"classics, paranormal, mystery, romance, contemporary, fiction, fantasy"
24,2,"fantasy, fiction, mystery, paranormal, romance"
24,3,"fiction, fantasy, classics, contemporary, mystery, paranormal"
24,4,"paranormal, contemporary, mystery, classics, fiction, fantasy"
24,5,"contemporary, mystery, paranormal, classics, fiction, fantasy"
24,7,"fiction, contemporary, mystery, paranormal, classics, fantasy"
24,8,"fantasy, classics, science, ebooks, contemporary, fiction"
24,9,"philosophy, contemporary, ebooks, science, classics, fantasy, fiction"
24,10,"science, philosophy, ebooks, travel, fiction, nonfiction, history"
24,11,"memoir, history, biography, fiction, ebooks, contemporary, travel, nonfiction"
24,12,"nonfiction, memoir, biography, travel, history, fiction, ebooks, science, contemporary"
24,13,"biography, memoir, nonfiction, travel, fiction, history, contemporary, ebooks"
24,14,"travel, nonfiction, memoir, biography, ebooks, history, fiction, contemporary"
