user_id,item_id
76,61
76,68
76,75
76,123
76,125
76,127
76,173
76,278
76,283
76,302
76,370
76,427
76,528
77,37
77,239
77,319
77,320
77,322
77,371
77,373
77,374
77,493
78,31
78,80
78,171
78,291
78,375
78,376
78,377
79,15
79,65
79,76
79,83
79,85
79,87
79,133
79,219
79,322
80,17
80,25
80,28
80,48
80,52
80,56
80,76
80,86
80,125
80,126
80,132
80,187
80,376
80,380
80,605
81,169
81,170
81,221
81,275
81,382
82,9
82,22
82,23
82,25
82,37
82,38
82,40
82,60
82,61
82,73
82,76
82,78
82,84
82,103
82,220
82,278
83,1
83,12
83,31
83,85
83,119
83,184
83,384
83,385
84,98
84,116
84,256
84,258
84,327
84,333
84,475
85,50
85,85
85,97
85,116
85,179
85,204
85,215
85,256
85,257
85,258
85,289
85,320
85,333
85,344
85,388
85,390
85,391
86,4
86,17
86,23
86,28
86,56
86,59
86,60
86,75
86,123
86,125
86,170
86,197
86,198
86,283
86,302
87,3
87,25
87,59
87,61
87,64
87,65
87,73
87,75
87,76
87,80
87,108
87,126
87,127
87,212
87,219
88,40
88,43
88,48
88,140
88,195
88,214
88,372
88,395
89,160
89,165
89,171
89,354
89,396
89,397
89,398
89,399
90,16
90,17
90,24
90,25
90,48
90,58
90,59
90,72
90,76
90,84
90,98
90,123
90,125
90,126
90,127
90,727
91,6
91,64
91,158
91,319
91,322
92,4
92,6
92,8
92,11
92,31
92,52
92,400
92,466
93,279
93,317
93,336
93,401
93,402
93,403
94,6
94,31
94,191
94,315
94,363
94,404
94,407
94,414
95,3
95,29
95,38
95,115
95,184
95,371
95,408
95,409
95,630
96,3
96,22
96,23
96,24
96,27
96,28
96,30
96,58
96,59
96,61
96,74
96,123
96,125
96,146
96,171
96,283
96,338
96,410
96,613
96,722
97,3
97,7
97,23
97,60
97,61
97,70
97,72
97,127
97,253
98,80
98,97
98,117
98,132
98,206
98,252
98,411
98,451
99,164
99,165
99,230
99,240
99,314
99,674
100,3
100,14
100,33
100,54
100,94
100,109
100,131
100,324
100,330
100,415
100,417
100,632
101,40
101,79
101,166
101,287
101,312
101,362
101,371
101,409
101,418
101,539
101,636
102,27
102,51
102,147
102,164
102,171
102,222
103,28
103,111
103,240
103,248
103,275
103,276
103,365
103,382
103,419
103,421
104,32
104,37
104,40
104,115
104,169
104,300
104,335
104,422
104,423
104,535
105,52
105,80
105,158
105,217
105,422
106,24
106,25
106,56
106,58
106,59
106,61
106,68
106,69
106,72
106,73
106,74
106,76
106,84
106,95
106,124
106,129
106,283
106,299
106,416
106,425
106,613
107,5
107,6
107,8
107,19
107,219
107,382
107,541
108,105
108,119
108,210
108,390
108,426
108,427
109,10
109,135
109,200
109,404
109,422
109,431
110,2
110,4
110,6
110,15
110,22
110,26
110,29
110,60
110,61
110,62
110,131
110,132
110,167
110,623
111,16
111,62
111,64
111,302
111,433
112,8
112,11
112,158
112,189
112,407
113,37
113,38
113,40
113,138
113,167
113,168
113,179
113,214
113,222
113,372
113,435
114,220
114,226
114,228
114,286
114,287
115,178
115,261
115,319
115,371
115,435
115,437
115,471
116,50
116,97
116,100
116,233
116,256
116,258
116,268
116,398
117,33
117,50
117,85
117,96
117,110
117,119
117,130
117,153
118,65
118,97
118,215
118,301
118,327
119,17
119,156
119,167
119,372
119,373
119,536
120,11
120,14
120,17
120,127
120,205
120,302
120,381
121,10
121,11
121,67
121,80
121,129
121,274
121,302
121,335
121,724
122,2
122,7
122,14
122,48
122,76
122,87
122,103
122,126
122,139
122,158
122,232
122,317
122,334
123,14
123,50
123,131
123,134
123,147
123,303
124,8
124,32
124,215
124,288
124,444
125,30
125,37
125,88
125,90
125,96
125,198
125,204
125,205
125,214
125,300
125,327
125,344
125,369
125,373
125,445
126,118
126,129
126,140
126,142
126,145
126,250
127,24
127,25
127,27
127,57
127,61
127,69
127,70
127,71
127,73
127,86
127,88
127,123
127,124
127,126
127,149
127,317
127,397
127,509
128,9
128,25
128,49
128,77
128,87
128,96
128,131
128,132
128,188
128,218
128,326
128,330
129,53
129,241
129,257
129,307
129,375
129,450
130,78
130,284
130,452
130,453
130,454
130,455
131,45
131,165
131,166
131,167
131,207
131,373
131,456
132,33
132,101
132,131
132,230
132,288
132,331
132,457
132,458
132,520
133,4
133,31
133,62
133,80
133,186
133,214
133,245
133,376
134,6
134,79
134,128
134,190
134,192
134,306
134,318
134,334
134,392
134,404
135,19
135,43
135,50
135,126
135,297
135,349
136,24
136,25
136,58
136,74
136,84
136,125
136,129
136,159
136,205
136,288
136,675
137,1
137,8
137,26
137,59
137,62
137,64
137,88
137,92
138,13
138,61
138,74
138,76
138,131
139,25
139,27
139,55
139,56
139,73
139,91
139,126
139,196
140,18
140,25
140,28
140,40
140,64
140,110
140,179
140,302
140,381
140,397
140,459
141,66
141,75
141,146
141,205
141,460
142,155
142,325
142,326
142,341
142,461
142,462
143,52
143,60
143,84
143,88
143,126
143,128
143,134
143,230
143,320
143,334
143,458
143,468
144,184
144,463
144,464
144,465
144,467
144,468
144,567
145,141
145,143
145,306
145,327
145,335
145,469
145,729
146,171
146,198
146,199
146,245
146,308
146,319
146,434
147,2
147,7
147,26
147,27
147,47
147,50
147,108
147,110
147,127
147,131
147,303
148,17
148,59
148,61
148,62
148,65
148,70
148,74
148,76
148,88
148,159
148,471
148,575
148,594
149,62
149,75
149,160
149,239
149,248
149,319
149,398
149,433
150,52
150,195
150,367
150,473
150,475
151,89
151,116
151,204
151,384
151,389
151,476
151,479
151,480
151,633
152,7
152,17
152,37
152,40
152,160
152,396
152,495
153,43
153,103
153,185
153,226
153,231
153,270
154,5
154,8
154,12
154,26
154,28
154,52
154,81
154,87
154,219
155,30
155,62
155,63
155,90
155,96
155,120
155,159
155,204
155,249
155,278
155,306
155,317
155,481
155,517
156,57
156,60
156,69
156,70
156,71
156,74
156,88
156,125
156,126
156,131
156,317
156,445
156,482
156,573
156,702
157,41
157,118
157,193
157,289
157,350
157,406
158,237
158,278
158,284
158,288
158,342
158,375
158,379
158,427
158,485
159,41
159,154
159,195
159,252
159,298
159,339
159,380
159,486
160,14
160,16
160,48
160,49
160,50
160,76
160,88
160,126
160,205
160,303
160,317
160,330
160,370
161,29
161,37
161,40
161,128
161,156
161,318
162,1
162,26
162,28
162,47
162,82
162,145
162,146
162,169
162,170
162,171
162,174
162,195
162,199
162,388
163,165
163,270
163,287
163,324
163,339
163,357
163,536
164,43
164,48
164,59
164,61
164,71
164,84
164,88
164,127
164,171
164,248
164,278
164,409
164,445
164,449
164,490
164,706
165,1
165,4
165,7
165,8
165,9
165,13
165,22
165,23
165,24
165,25
165,51
165,56
165,59
165,62
165,74
165,75
165,80
165,124
165,125
165,158
165,283
165,365
165,496
165,533
165,653
166,38
166,40
166,160
166,171
166,275
166,389
166,390
166,398
167,9
167,132
167,278
167,330
167,491
167,644
168,85
168,100
168,147
168,198
168,290
168,349
168,494
168,495
168,659
169,40
169,320
169,376
169,394
169,409
169,490
170,13
170,54
170,65
170,96
170,110
170,381
170,496
171,37
171,131
171,159
171,198
171,208
171,240
171,336
172,94
172,194
172,362
172,497
172,498
172,500
172,503
173,62
173,137
173,166
173,182
173,226
173,241
173,242
173,339
173,357
174,222
174,275
174,312
174,382
174,422
174,505
174,638
175,46
175,83
175,216
175,227
175,246
175,467
176,60
176,82
176,86
176,126
176,288
176,387
176,410
176,452
177,53
177,134
177,250
177,251
177,322
177,446
177,507
177,510
178,1
178,8
178,26
178,45
178,61
178,80
178,198
178,433
178,441
178,511
178,565
179,57
179,70
179,71
179,72
179,74
179,84
179,88
179,111
179,123
179,124
179,125
179,278
179,280
180,40
180,107
180,115
180,154
180,284
180,371
180,374
180,453
180,454
180,512
180,524
180,727
181,46
181,137
181,140
181,144
181,214
181,223
181,224
182,115
182,187
182,261
182,284
182,437
182,463
182,514
182,517
182,518
182,582
183,9
183,16
183,23
183,25
183,57
183,58
183,60
183,61
183,69
183,70
183,71
183,76
183,87
183,88
183,126
183,131
183,305
183,330
183,389
183,696
184,7
184,65
184,80
184,81
184,83
184,219
184,302
184,347
184,496
184,519
184,647
185,19
185,28
185,48
185,51
185,63
185,75
185,160
185,170
185,171
185,172
185,249
185,319
185,362
185,398
186,5
186,87
186,88
186,127
186,330
186,350
186,381
187,30
187,86
187,146
187,328
187,331
187,432
187,440
187,456
188,49
188,116
188,147
188,153
188,209
188,269
188,415
189,14
189,47
189,85
189,105
189,198
189,199
189,314
189,410
190,9
190,25
190,27
190,28
190,48
190,56
190,57
190,59
190,61
190,62
190,69
190,70
190,72
190,73
190,88
190,89
190,123
190,125
190,140
190,146
190,570
190,697
191,14
191,50
191,143
191,148
191,300
191,335
191,337
191,445
192,9
192,19
192,27
192,33
192,37
192,56
192,57
192,59
192,61
192,70
192,71
192,72
192,73
192,74
192,84
192,118
192,123
192,125
192,198
192,350
192,573
193,22
193,33
193,60
193,87
193,88
193,92
193,126
193,127
193,142
193,181
194,89
194,200
194,232
194,292
194,520
195,22
195,24
195,25
195,46
195,58
195,68
195,74
195,126
195,184
195,206
195,220
195,317
195,331
195,521
195,673
196,57
196,60
196,61
196,70
196,71
196,74
196,85
196,88
196,115
196,181
196,250
196,283
196,408
196,437
196,443
196,461
196,517
196,648
197,26
197,29
197,32
197,57
197,75
197,79
197,82
197,87
197,123
197,124
197,126
197,170
197,198
197,203
197,220
197,232
197,278
197,369
197,389
197,496
198,14
198,50
198,86
198,220
198,230
199,4
199,31
199,52
199,80
199,107
199,140
199,158
199,169
200,17
200,22
200,52
200,60
200,91
200,110
200,131
200,134
200,403
201,16
201,24
201,59
201,72
201,99
201,117
201,125
201,205
202,37
202,40
202,170
202,225
202,227
202,363
202,371
202,571
203,37
203,41
203,91
203,128
203,129
203,251
203,325
203,445
203,524
204,134
204,302
204,440
204,445
204,496
205,5
205,23
205,37
205,48
205,52
205,59
205,69
205,70
205,85
205,123
205,172
205,212
205,283
206,3
206,22
206,23
206,26
206,27
206,56
206,76
206,84
206,86
206,123
206,124
206,126
206,182
206,199
206,347
207,86
207,88
207,92
207,97
207,128
207,147
207,256
207,333
207,446
207,525
208,37
208,38
208,73
208,214
208,219
208,302
208,331
208,367
208,372
208,526
208,527
208,669
209,1
209,3
209,4
209,5
209,6
209,48
209,51
209,59
209,64
209,74
209,84
209,86
209,172
209,205
209,245
209,415
209,432
209,434
209,728
210,25
210,57
210,60
210,70
210,71
210,87
210,88
210,123
210,132
210,146
210,490
210,521
211,127
211,128
211,230
211,250
211,278
211,612
212,5
212,28
212,87
212,126
212,199
212,265
212,298
212,388
212,423
212,569
213,224
213,399
213,516
213,528
213,531
213,534
213,536
214,17
214,22
214,23
214,24
214,27
214,48
214,52
214,56
214,57
214,59
214,64
214,69
214,70
214,72
214,75
214,76
214,111
214,123
214,124
214,237
214,294
214,566
215,35
215,82
215,182
215,206
215,231
215,320
215,376
216,181
216,288
216,327
216,340
216,538
217,53
217,120
217,137
217,229
217,261
217,293
217,525
218,77
218,85
218,97
218,147
218,148
218,167
218,199
218,214
218,220
218,258
218,372
218,373
218,394
218,399
219,61
219,72
219,74
219,84
219,127
219,171
219,199
219,249
219,346
219,363
219,442
219,449
219,452
219,526
219,541
220,97
220,117
220,168
220,233
220,327
220,542
221,4
221,52
221,80
221,158
221,232
221,369
221,543
222,16
222,60
222,62
222,64
222,84
223,7
223,17
223,23
223,48
223,57
223,60
223,68
223,69
223,70
223,71
223,123
223,124
223,268
223,283
223,384
223,598
223,634
224,14
224,97
224,100
224,117
224,258
224,267
224,293
224,325
224,462
224,544
224,678
225,220
225,231
225,238
225,269
225,339
225,461
226,140
226,144
226,166
226,339
226,355
226,359
226,555
227,23
227,48
227,57
227,60
227,74
227,78
227,86
227,88
227,98
227,123
227,128
227,131
227,160
227,220
227,444
227,722
228,16
228,59
228,62
228,91
228,134
228,164
228,328
228,330
228,357
228,379
228,552
229,49
229,64
229,86
229,109
229,219
229,298
229,381
230,16
230,17
230,28
230,48
230,64
230,87
230,152
230,481
230,546
230,669
231,3
231,5
231,7
231,23
231,26
231,56
231,62
231,69
231,70
231,72
231,173
231,356
231,365
231,547
231,548
231,549
231,562
231,614
232,167
232,195
232,245
232,372
232,394
232,533
233,115
233,138
233,231
233,268
233,269
233,341
233,440
233,461
234,24
234,25
234,50
234,68
234,71
234,84
234,85
234,93
234,123
234,124
234,125
234,132
234,181
234,204
234,591
234,609
235,5
235,9
235,13
235,26
235,48
235,56
235,58
235,59
235,60
235,72
235,73
235,74
235,123
235,124
235,134
235,283
235,330
235,343
235,609
236,81
236,115
236,158
236,188
236,312
236,551
237,78
237,143
237,199
237,214
237,300
238,5
238,115
238,170
238,178
238,553
239,30
239,49
239,88
239,112
239,148
239,220
239,366
239,436
240,256
240,325
240,479
240,554
240,555
241,5
241,13
241,22
241,27
241,57
241,59
241,69
241,70
241,71
241,74
241,76
241,101
241,168
241,429
241,463
242,7
242,13
242,18
242,24
242,25
242,58
242,60
242,68
242,69
242,77
242,84
242,96
242,123
242,125
242,126
242,144
242,154
242,283
242,336
242,522
243,97
243,117
243,256
243,298
243,300
243,341
243,519
243,525
244,1
244,2
244,3
244,5
244,22
244,23
244,24
244,25
244,26
244,27
244,28
244,48
244,52
244,56
244,57
244,58
244,61
244,69
244,71
244,72
244,73
244,76
244,123
244,124
244,125
244,155
244,283
244,400
244,441
244,447
244,476
244,521
245,16
245,25
245,28
245,56
245,58
245,59
245,62
245,64
245,68
245,72
245,73
245,74
245,106
245,123
245,125
245,172
245,205
245,214
245,307
245,432
245,477
245,556
245,567
245,633
246,7
246,48
246,58
246,59
246,60
246,71
246,88
246,131
246,699
247,45
247,89
247,116
247,231
247,253
247,390
247,558
248,261
248,308
248,421
248,559
248,560
248,561
248,563
248,564
249,10
249,16
249,24
249,27
249,51
249,52
249,56
249,58
249,59
249,60
249,61
249,62
249,68
249,74
249,75
249,76
249,84
249,86
249,124
249,125
249,221
249,283
249,286
249,387
249,552
249,616
250,89
250,99
250,148
250,209
250,227
250,444
250,520
251,74
251,126
251,250
251,254
251,446
251,566
252,9
252,13
252,55
252,56
252,70
252,74
252,83
252,127
252,215
252,300
252,336
253,23
253,27
253,28
253,33
253,49
253,50
253,57
253,60
253,61
253,69
253,70
253,84
253,92
253,124
253,179
253,198
253,204
253,229
253,335
253,567
253,568
253,605
254,1
254,24
254,26
254,42
254,65
254,69
254,70
254,71
254,179
254,201
254,437
254,451
254,516
254,701
255,37
255,40
255,43
255,78
255,92
255,147
255,170
255,182
255,242
255,263
255,287
255,331
255,334
255,703
256,96
256,128
256,134
256,326
256,331
256,334
256,400
256,496
257,4
257,6
257,8
257,344
257,463
258,80
258,81
258,159
258,198
258,431
258,432
258,444
259,123
259,205
259,264
259,405
259,448
259,468
260,30
260,37
260,38
260,45
260,85
260,109
260,126
260,134
260,142
260,144
260,145
260,166
260,341
260,407
260,420
260,445
260,557
261,18
261,25
261,30
261,56
261,58
261,59
261,60
261,61
261,68
261,69
261,70
261,72
261,73
261,76
261,88
261,124
261,247
261,336
261,419
261,472
262,23
262,28
262,52
262,56
262,57
262,58
262,59
262,60
262,68
262,69
262,71
262,72
262,73
262,76
262,88
262,123
262,125
262,198
262,199
262,283
262,300
262,369
262,391
262,600
263,41
263,166
263,185
263,286
263,570
264,8
264,26
264,49
264,82
264,159
264,179
264,183
264,211
264,602
265,6
265,29
265,152
265,238
265,286
265,341
265,375
265,572
266,16
266,25
266,96
266,125
266,126
266,182
266,270
266,397
266,678
267,91
267,134
267,230
267,264
267,330
268,37
268,40
268,77
268,87
268,126
268,209
268,272
268,575
269,28
269,30
269,48
269,88
269,131
269,205
269,266
269,278
269,330
269,461
270,41
270,108
270,167
270,201
270,359
270,360
270,394
270,545
271,3
271,4
271,5
271,7
271,10
271,17
271,47
271,62
271,75
271,80
271,81
272,7
272,16
272,19
272,23
272,38
272,40
272,73
272,74
272,75
272,76
272,86
272,106
272,164
272,182
272,199
272,214
272,263
272,485
272,543
272,577
273,1
273,5
273,22
273,23
273,25
273,56
273,58
273,69
273,72
273,79
273,123
273,124
273,129
273,158
273,179
273,187
273,261
273,283
273,463
273,497
273,560
273,707
274,132
274,152
274,157
274,230
274,261
274,369
274,408
274,437
274,562
275,32
275,50
275,57
275,71
275,72
275,97
275,117
275,132
275,142
275,144
275,215
275,257
276,14
276,49
276,85
276,86
276,198
276,288
276,291
276,342
276,412
277,7
277,17
277,28
277,62
277,64
277,86
277,205
277,347
277,377
277,381
277,556
277,568
277,597
278,38
278,43
278,238
278,339
278,427
278,557
279,37
279,38
279,167
279,288
279,295
279,354
279,372
279,394
279,441
280,3
280,4
280,7
280,22
280,26
280,28
280,30
280,48
280,52
280,57
280,59
280,60
280,62
280,65
280,70
280,71
280,80
280,110
280,158
280,314
280,334
280,522
280,579
280,597
280,598
281,152
281,160
281,169
281,170
281,195
281,249
281,423
281,429
281,555
281,581
282,4
282,8
282,81
282,158
282,194
282,274
282,312
282,315
282,388
282,571
282,572
282,582
283,5
283,17
283,24
283,76
283,88
283,112
283,120
283,124
283,127
283,204
283,295
283,303
283,350
283,585
284,5
284,9
284,13
284,23
284,24
284,28
284,30
284,56
284,58
284,59
284,65
284,68
284,72
284,84
284,86
284,88
284,108
284,123
284,124
284,514
285,193
285,223
285,262
285,362
285,431
285,580
286,16
286,17
286,173
286,221
286,300
286,302
287,48
287,74
287,85
287,126
287,132
288,200
288,224
288,238
288,287
288,367
288,585
289,28
289,30
289,58
289,59
289,60
289,75
289,76
289,125
289,283
289,297
289,381
289,410
289,593
289,594
290,226
290,339
290,357
290,359
290,361
290,545
291,524
291,587
291,589
291,590
291,592
291,593
292,16
292,48
292,195
292,421
292,595
293,63
293,182
293,426
293,557
293,597
294,13
294,27
294,60
294,61
294,68
294,79
294,84
294,87
294,96
294,125
294,126
294,220
294,317
294,349
294,677
295,9
295,25
295,56
295,61
295,62
295,68
295,87
295,92
295,101
295,106
295,131
295,423
295,565
296,15
296,16
296,59
296,69
296,71
296,75
296,94
296,203
296,381
297,14
297,19
297,33
297,49
297,57
297,76
297,97
297,106
297,177
297,215
297,411
297,599
298,5
298,13
298,16
298,25
298,61
298,72
298,96
298,101
298,125
298,127
298,131
298,283
298,729
299,1
299,9
299,47
299,61
299,92
299,122
299,147
299,172
299,600
300,51
300,212
300,213
300,446
300,448
300,507
300,560
301,69
301,586
301,590
301,591
301,592
301,601
302,5
302,14
302,27
302,28
302,33
302,48
302,60
302,61
302,76
302,84
302,86
302,88
302,110
302,123
302,132
302,380
302,653
303,7
303,64
303,65
303,132
303,161
303,199
303,205
303,254
303,330
303,336
304,43
304,172
304,229
304,289
304,504
304,603
304,604
304,605
305,9
305,23
305,24
305,25
305,26
305,27
305,57
305,63
305,68
305,69
305,70
305,71
305,72
305,123
305,124
305,125
305,146
305,308
305,371
305,377
305,416
305,442
305,718
306,38
306,79
306,234
306,261
306,321
306,516
306,552
307,219
307,302
307,475
307,607
307,608
308,4
308,5
308,38
308,51
308,80
308,170
308,187
308,306
308,378
308,405
308,561
309,98
309,115
309,168
309,179
309,187
309,463
310,25
310,58
310,59
310,64
310,68
310,70
310,84
310,86
310,123
310,124
310,125
310,132
310,205
310,217
310,343
310,444
310,671
310,683
311,170
311,363
311,375
311,552
311,597
312,37
312,38
312,163
312,168
312,170
312,196
312,239
312,320
312,396
312,429
312,678
313,4
313,52
313,64
313,65
313,83
313,158
313,176
313,222
313,611
314,14
314,36
314,451
314,452
314,453
314,569
315,188
315,320
315,357
315,404
315,429
316,3
316,16
316,30
316,47
316,57
316,58
316,70
316,71
316,85
316,146
316,164
316,435
317,8
317,52
317,129
317,211
317,418
317,513
317,614
317,615
318,8
318,110
318,150
318,167
318,372
318,373
318,688
319,293
319,376
319,463
319,511
319,616
320,438
320,469
320,533
320,564
320,610
321,8
321,19
321,83
321,158
321,214
321,247
321,426
321,444
321,546
322,1
322,4
322,7
322,26
322,28
322,69
322,70
322,74
322,81
322,87
322,88
322,277
322,280
322,334
322,338
322,341
322,410
323,38
323,284
323,436
323,525
323,618
324,22
324,28
324,61
324,74
324,97
324,120
324,127
324,146
324,147
324,148
324,229
324,267
324,284
324,312
324,330
324,461
325,13
325,17
325,24
325,25
325,74
325,82
325,87
325,88
325,423
326,13
326,23
326,25
326,27
326,37
326,60
326,69
326,71
326,72
326,74
326,87
326,123
326,124
326,125
326,131
326,204
326,220
326,241
326,242
326,283
326,519
326,552
327,11
327,51
327,81
327,158
327,214
327,230
327,250
327,287
327,410
327,588
328,38
328,39
328,40
328,63
328,75
328,78
328,140
328,142
328,144
328,164
328,179
328,214
328,226
328,238
328,357
328,456
328,485
328,573
329,25
329,59
329,72
329,85
329,86
329,111
329,276
329,426
329,456
330,47
330,81
330,88
330,114
330,128
330,172
330,303
330,343
330,556
331,105
331,172
331,205
331,288
331,343
331,418
331,565
332,5
332,65
332,110
332,112
332,205
332,288
332,302
332,316
332,336
333,9
333,49
333,60
333,69
333,71
333,74
333,84
333,86
333,98
333,127
333,132
333,220
333,297
333,300
333,566
333,700
334,34
334,63
334,82
334,88
334,146
334,172
334,199
334,222
334,252
334,375
334,599
334,621
335,16
335,25
335,30
335,86
335,395
335,401
335,456
335,622
336,235
336,464
336,561
336,624
336,625
336,627
337,85
337,127
337,161
337,250
337,279
337,282
337,348
337,418
338,42
338,100
338,119
338,148
338,164
338,202
338,330
338,417
338,455
338,456
339,131
339,285
339,486
339,490
339,572
339,628
340,6
340,22
340,23
340,26
340,47
340,48
340,50
340,69
340,72
340,76
340,84
340,86
340,382
340,492
340,496
341,29
341,32
341,198
341,245
341,453
341,625
342,10
342,16
342,48
342,81
342,82
342,86
342,87
342,98
342,202
342,266
342,363
342,371
342,561
343,170
343,171
343,195
343,201
343,314
343,395
343,446
343,491
344,1
344,8
344,19
